transaction_date,store_id,product_id,transaction_qty,day_of_week
2024-01-01,2,27,4.0,0
2024-01-01,2,28,5.0,0
2024-01-01,2,29,3.0,0
2024-01-01,2,30,4.0,0
2024-01-01,2,31,6.0,0
2024-01-01,2,32,4.0,0
2024-01-01,2,33,4.0,0
2024-01-01,2,34,5.0,0
2024-01-01,2,35,1.0,0
2024-01-01,2,36,5.0,0
2024-01-01,2,37,9.0,0
2024-01-01,2,38,7.0,0
2024-01-01,2,39,8.0,0
2024-01-01,2,40,7.0,0
2024-01-01,2,41,5.0,0
2024-01-01,2,42,3.0,0
2024-01-01,2,43,9.0,0
2024-01-01,2,44,5.0,0
2024-01-01,2,45,9.0,0
2024-01-01,2,46,2.0,0
2024-01-01,2,47,7.0,0
2024-01-01,2,48,2.0,0
2024-01-01,2,49,4.0,0
2024-01-01,2,50,4.0,0
2024-01-01,2,51,6.0,0
2024-01-01,2,52,2.0,0
2024-01-01,2,53,4.0,0
2024-01-01,2,54,6.0,0
2024-01-01,2,55,1.0,0
2024-01-01,2,56,10.0,0
2024-01-01,2,57,11.0,0
2024-01-01,2,58,4.0,0
2024-01-01,2,59,3.0,0
2024-01-01,2,60,8.0,0
2024-01-01,2,61,5.0,0
2024-01-01,2,62,0.0,0
2024-01-01,2,63,0.0,0
2024-01-01,2,64,0.0,0
2024-01-01,2,65,0.0,0
2024-01-01,2,66,0.0,0
2024-01-01,2,67,0.0,0
2024-01-01,2,68,0.0,0
2024-01-01,2,69,4.0,0
2024-01-01,2,70,2.0,0
2024-01-01,2,71,5.0,0
2024-01-01,2,72,4.0,0
2024-01-01,2,73,0.0,0
2024-01-01,2,74,2.0,0
2024-01-01,2,75,6.0,0
2024-01-01,2,76,3.0,0
2024-01-01,2,77,3.0,0
2024-01-01,2,78,2.0,0
2024-01-01,2,79,2.0,0
2024-01-01,2,80,0.0,0
2024-01-01,2,81,0.0,0
2024-01-01,2,82,0.0,0
2024-01-01,2,83,0.0,0
2024-01-01,2,84,0.0,0
2024-01-01,2,85,0.0,0
2024-01-01,2,86,0.0,0
2024-01-01,2,87,4.0,0
2024-01-01,3,1,0.0,0
2024-01-01,3,2,0.0,0
2024-01-01,3,3,0.0,0
2024-01-01,3,4,0.0,0
2024-01-01,3,5,0.0,0
2024-01-01,3,6,0.0,0
2024-01-01,3,7,0.0,0
2024-01-01,3,8,0.0,0
2024-01-01,3,9,0.0,0
2024-01-01,3,10,0.0,0
2024-01-01,3,11,0.0,0
2024-01-01,3,12,0.0,0
2024-01-01,3,13,0.0,0
2024-01-01,3,14,0.0,0
2024-01-01,3,15,0.0,0
2024-01-01,3,16,0.0,0
2024-01-01,3,17,0.0,0
2024-01-01,3,18,0.0,0
2024-01-01,3,19,0.0,0
2024-01-01,3,20,0.0,0
2024-01-01,3,21,0.0,0
2024-01-01,3,22,7.0,0
2024-01-01,3,23,5.0,0
2024-01-01,3,24,8.0,0
2024-01-01,3,25,2.0,0
2024-01-01,3,26,7.0,0
2024-01-01,3,27,8.0,0
2024-01-01,3,28,2.0,0
2024-01-01,3,29,6.0,0
2024-01-01,3,30,8.0,0
2024-01-01,3,31,4.0,0
2024-01-01,3,32,6.0,0
2024-01-01,3,33,5.0,0
2024-01-01,3,34,3.0,0
2024-01-01,3,35,10.0,0
2024-01-01,3,36,12.0,0
2024-01-01,3,37,3.0,0
2024-01-01,3,38,7.0,0
2024-01-01,3,39,8.0,0
2024-01-01,3,40,13.0,0
2024-01-01,3,41,6.0,0
2024-01-01,3,42,6.0,0
2024-01-01,3,43,2.0,0
2024-01-01,3,44,5.0,0
2024-01-01,3,45,9.0,0
2024-01-01,3,46,5.0,0
2024-01-01,3,47,6.0,0
2024-01-01,3,48,5.0,0
2024-01-01,3,49,10.0,0
2024-01-01,3,50,10.0,0
2024-01-01,3,51,6.0,0
2024-01-01,3,52,2.0,0
2024-01-01,3,53,11.0,0
2024-01-01,3,54,13.0,0
2024-01-01,3,55,6.0,0
2024-01-01,3,56,4.0,0
2024-01-01,3,57,2.0,0
2024-01-01,3,58,1.0,0
2024-01-01,3,59,3.0,0
2024-01-01,3,60,7.0,0
2024-01-01,3,61,6.0,0
2024-01-01,3,62,0.0,0
2024-01-01,3,63,0.0,0
2024-01-01,3,64,0.0,0
2024-01-01,3,65,0.0,0
2024-01-01,3,66,0.0,0
2024-01-01,3,67,0.0,0
2024-01-01,3,68,0.0,0
2024-01-01,3,69,0.0,0
2024-01-01,3,70,0.0,0
2024-01-01,3,71,2.0,0
2024-01-01,3,72,3.0,0
2024-01-01,3,73,2.0,0
2024-01-01,3,74,1.0,0
2024-01-01,3,75,2.0,0
2024-01-01,3,76,3.0,0
2024-01-01,3,77,2.0,0
2024-01-01,3,78,3.0,0
2024-01-01,3,79,0.0,0
2024-01-01,3,80,0.0,0
2024-01-01,3,81,0.0,0
2024-01-01,3,82,0.0,0
2024-01-01,3,83,0.0,0
2024-01-01,3,84,0.0,0
2024-01-01,3,85,0.0,0
2024-01-01,3,86,0.0,0
2024-01-01,3,87,3.0,0
2024-01-02,1,1,0.0,1
2024-01-02,1,2,0.0,1
2024-01-02,1,3,0.0,1
2024-01-02,1,4,0.0,1
2024-01-02,1,5,0.0,1
2024-01-02,1,6,0.0,1
2024-01-02,1,7,0.0,1
2024-01-02,1,8,0.0,1
2024-01-02,1,9,0.0,1
2024-01-02,1,10,0.0,1
2024-01-02,1,11,0.0,1
2024-01-02,1,12,0.0,1
2024-01-02,1,13,0.0,1
2024-01-02,1,14,0.0,1
2024-01-02,1,15,0.0,1
2024-01-02,1,16,0.0,1
2024-01-02,1,17,0.0,1
2024-01-02,1,18,0.0,1
2024-01-02,1,19,0.0,1
2024-01-02,1,20,0.0,1
2024-01-02,1,21,0.0,1
2024-01-02,1,22,10.0,1
2024-01-02,1,23,10.0,1
2024-01-02,1,24,15.0,1
2024-01-02,1,25,7.0,1
2024-01-02,1,26,11.0,1
2024-01-02,1,27,11.0,1
2024-01-02,1,28,4.0,1
2024-01-02,1,29,6.0,1
2024-01-02,1,30,7.0,1
2024-01-02,1,31,5.0,1
2024-01-02,1,32,6.0,1
2024-01-02,1,33,2.0,1
2024-01-02,1,34,4.0,1
2024-01-02,1,35,2.0,1
2024-01-02,1,36,10.0,1
2024-01-02,1,37,7.0,1
2024-01-02,1,38,6.0,1
2024-01-02,1,39,10.0,1
2024-01-02,1,40,7.0,1
2024-01-02,1,41,1.0,1
2024-01-02,1,42,4.0,1
2024-01-02,1,43,7.0,1
2024-01-02,1,44,4.0,1
2024-01-02,1,45,4.0,1
2024-01-02,1,46,10.0,1
2024-01-02,1,47,6.0,1
2024-01-02,1,48,4.0,1
2024-01-02,1,49,8.0,1
2024-01-02,1,50,5.0,1
2024-01-02,1,51,9.0,1
2024-01-02,1,52,13.0,1
2024-01-02,1,53,12.0,1
2024-01-02,1,54,8.0,1
2024-01-02,1,55,4.0,1
2024-01-02,1,56,3.0,1
2024-01-02,1,57,2.0,1
2024-01-02,1,58,6.0,1
2024-01-02,1,59,3.0,1
2024-01-02,1,60,8.0,1
2024-01-02,1,61,4.0,1
2024-01-02,1,62,0.0,1
2024-01-02,1,63,0.0,1
2024-01-02,1,64,0.0,1
2024-01-02,1,65,0.0,1
2024-01-02,1,66,0.0,1
2024-01-02,1,67,0.0,1
2024-01-02,1,68,0.0,1
2024-01-02,1,69,1.0,1
2024-01-02,1,70,3.0,1
2024-01-02,1,71,2.0,1
2024-01-02,1,72,5.0,1
2024-01-02,1,73,4.0,1
2024-01-02,1,74,3.0,1
2024-01-02,1,75,4.0,1
2024-01-02,1,76,3.0,1
2024-01-02,1,77,4.0,1
2024-01-02,1,78,3.0,1
2024-01-02,1,79,4.0,1
2024-01-02,1,80,0.0,1
2024-01-02,1,81,0.0,1
2024-01-02,1,82,0.0,1
2024-01-02,1,83,0.0,1
2024-01-02,1,84,0.0,1
2024-01-02,1,85,0.0,1
2024-01-02,1,86,0.0,1
2024-01-02,1,87,0.0,1
2024-01-02,2,1,0.0,1
2024-01-02,2,2,0.0,1
2024-01-02,2,3,0.0,1
2024-01-02,2,4,0.0,1
2024-01-02,2,5,0.0,1
2024-01-02,2,6,0.0,1
2024-01-02,2,7,0.0,1
2024-01-02,2,8,0.0,1
2024-01-02,2,9,0.0,1
2024-01-02,2,10,0.0,1
2024-01-02,2,11,0.0,1
2024-01-02,2,12,0.0,1
2024-01-02,2,13,0.0,1
2024-01-02,2,14,0.0,1
2024-01-02,2,15,0.0,1
2024-01-02,2,16,0.0,1
2024-01-02,2,17,0.0,1
2024-01-02,2,18,0.0,1
2024-01-02,2,19,0.0,1
2024-01-02,2,20,0.0,1
2024-01-02,2,21,0.0,1
2024-01-02,2,22,5.0,1
2024-01-02,2,23,5.0,1
2024-01-02,2,24,2.0,1
2024-01-02,2,25,8.0,1
2024-01-02,2,26,6.0,1
2024-01-02,2,27,9.0,1
2024-01-02,2,28,7.0,1
2024-01-02,2,29,6.0,1
2024-01-02,2,30,2.0,1
2024-01-02,2,31,7.0,1
2024-01-02,2,32,8.0,1
2024-01-02,2,33,5.0,1
2024-01-02,2,34,9.0,1
2024-01-02,2,35,0.0,1
2024-01-02,2,36,0.0,1
2024-01-02,2,37,6.0,1
2024-01-02,2,38,2.0,1
2024-01-02,2,39,3.0,1
2024-01-02,2,40,1.0,1
2024-01-02,2,41,2.0,1
2024-01-02,2,42,6.0,1
2024-01-02,2,43,2.0,1
2024-01-02,2,44,6.0,1
2024-01-02,2,45,0.0,1
2024-01-02,2,46,3.0,1
2024-01-02,2,47,7.0,1
2024-01-02,2,48,11.0,1
2024-01-02,2,49,0.0,1
2024-01-02,2,50,3.0,1
2024-01-02,2,51,6.0,1
2024-01-02,2,52,8.0,1
2024-01-02,2,53,2.0,1
2024-01-02,2,54,3.0,1
2024-01-02,2,55,5.0,1
2024-01-02,2,56,5.0,1
2024-01-02,2,57,5.0,1
2024-01-02,2,58,4.0,1
2024-01-02,2,59,1.0,1
2024-01-02,2,60,6.0,1
2024-01-02,2,61,5.0,1
2024-01-02,2,62,0.0,1
2024-01-02,2,63,0.0,1
2024-01-02,2,64,0.0,1
2024-01-02,2,65,0.0,1
2024-01-02,2,66,0.0,1
2024-01-02,2,67,0.0,1
2024-01-02,2,68,0.0,1
2024-01-02,2,69,2.0,1
2024-01-02,2,70,3.0,1
2024-01-02,2,71,1.0,1
2024-01-02,2,72,0.0,1
2024-01-02,2,73,2.0,1
2024-01-02,2,74,3.0,1
2024-01-02,2,75,5.0,1
2024-01-02,2,76,1.0,1
2024-01-02,2,77,3.0,1
2024-01-02,2,78,4.0,1
2024-01-02,2,79,4.0,1
2024-01-02,2,80,0.0,1
2024-01-02,2,81,0.0,1
2024-01-02,2,82,0.0,1
2024-01-02,2,83,0.0,1
2024-01-02,2,84,0.0,1
2024-01-02,2,85,0.0,1
2024-01-02,2,86,0.0,1
2024-01-02,2,87,8.0,1
2024-01-02,3,1,0.0,1
2024-01-02,3,2,0.0,1
2024-01-02,3,3,0.0,1
2024-01-02,3,4,0.0,1
2024-01-02,3,5,0.0,1
2024-01-02,3,6,0.0,1
2024-01-02,3,7,0.0,1
2024-01-02,3,8,0.0,1
2024-01-02,3,9,0.0,1
2024-01-02,3,10,0.0,1
2024-01-02,3,11,0.0,1
2024-01-02,3,12,0.0,1
2024-01-02,3,13,0.0,1
2024-01-02,3,14,0.0,1
2024-01-02,3,15,0.0,1
2024-01-02,3,16,0.0,1
2024-01-02,3,17,0.0,1
2024-01-02,3,18,0.0,1
2024-01-02,3,19,0.0,1
2024-01-02,3,20,0.0,1
2024-01-02,3,21,0.0,1
2024-01-02,3,22,5.0,1
2024-01-02,3,23,9.0,1
2024-01-02,3,24,1.0,1
2024-01-02,3,25,7.0,1
2024-01-02,3,26,10.0,1
2024-01-02,3,27,2.0,1
2024-01-02,3,28,12.0,1
2024-01-02,3,29,3.0,1
2024-01-02,3,30,9.0,1
2024-01-02,3,31,6.0,1
2024-01-02,3,32,10.0,1
2024-01-02,3,33,10.0,1
2024-01-02,3,34,6.0,1
2024-01-02,3,35,5.0,1
2024-01-02,3,36,8.0,1
2024-01-02,3,37,3.0,1
2024-01-02,3,38,4.0,1
2024-01-02,3,39,3.0,1
2024-01-02,3,40,5.0,1
2024-01-02,3,41,8.0,1
2024-01-02,3,42,3.0,1
2024-01-02,3,43,6.0,1
2024-01-02,3,44,7.0,1
2024-01-02,3,45,8.0,1
2024-01-02,3,46,11.0,1
2024-01-02,3,47,8.0,1
2024-01-02,3,48,8.0,1
2024-01-02,3,49,5.0,1
2024-01-02,3,50,9.0,1
2024-01-02,3,51,3.0,1
2024-01-02,3,52,8.0,1
2024-01-02,3,53,4.0,1
2024-01-02,3,54,3.0,1
2024-01-02,3,55,6.0,1
2024-01-02,3,56,5.0,1
2024-01-02,3,57,5.0,1
2024-01-02,3,58,0.0,1
2024-01-02,3,59,7.0,1
2024-01-02,3,60,2.0,1
2024-01-02,3,61,7.0,1
2024-01-02,3,62,0.0,1
2024-01-02,3,63,0.0,1
2024-01-02,3,64,0.0,1
2024-01-02,3,65,0.0,1
2024-01-02,3,66,0.0,1
2024-01-02,3,67,0.0,1
2024-01-02,3,68,0.0,1
2024-01-02,3,69,4.0,1
2024-01-02,3,70,3.0,1
2024-01-02,3,71,3.0,1
2024-01-02,3,72,3.0,1
2024-01-02,3,73,1.0,1
2024-01-02,3,74,2.0,1
2024-01-02,3,75,1.0,1
2024-01-02,3,76,2.0,1
2024-01-02,3,77,0.0,1
2024-01-02,3,78,2.0,1
2024-01-02,3,79,2.0,1
2024-01-02,3,80,0.0,1
2024-01-02,3,81,0.0,1
2024-01-02,3,82,0.0,1
2024-01-02,3,83,0.0,1
2024-01-02,3,84,0.0,1
2024-01-02,3,85,0.0,1
2024-01-02,3,86,0.0,1
2024-01-02,3,87,8.0,1
2024-01-03,1,1,0.0,2
2024-01-03,1,2,0.0,2
2024-01-03,1,3,0.0,2
2024-01-03,1,4,0.0,2
2024-01-03,1,5,0.0,2
2024-01-03,1,6,0.0,2
2024-01-03,1,7,0.0,2
2024-01-03,1,8,0.0,2
2024-01-03,1,9,0.0,2
2024-01-03,1,10,0.0,2
2024-01-03,1,11,0.0,2
2024-01-03,1,12,0.0,2
2024-01-03,1,13,0.0,2
2024-01-03,1,14,0.0,2
2024-01-03,1,15,0.0,2
2024-01-03,1,16,0.0,2
2024-01-03,1,17,0.0,2
2024-01-03,1,18,0.0,2
2024-01-03,1,19,0.0,2
2024-01-03,1,20,0.0,2
2024-01-03,1,21,0.0,2
2024-01-03,1,22,7.0,2
2024-01-03,1,23,6.0,2
2024-01-03,1,24,10.0,2
2024-01-03,1,25,9.0,2
2024-01-03,1,26,8.0,2
2024-01-03,1,27,14.0,2
2024-01-03,1,28,6.0,2
2024-01-03,1,29,5.0,2
2024-01-03,1,30,10.0,2
2024-01-03,1,31,3.0,2
2024-01-03,1,32,7.0,2
2024-01-03,1,33,1.0,2
2024-01-03,1,34,6.0,2
2024-01-03,1,35,5.0,2
2024-01-03,1,36,8.0,2
2024-01-03,1,37,9.0,2
2024-01-03,1,38,5.0,2
2024-01-03,1,39,9.0,2
2024-01-03,1,40,5.0,2
2024-01-03,1,41,7.0,2
2024-01-03,1,42,4.0,2
2024-01-03,1,43,6.0,2
2024-01-03,1,44,2.0,2
2024-01-03,1,45,2.0,2
2024-01-03,1,46,6.0,2
2024-01-03,1,47,7.0,2
2024-01-03,1,48,9.0,2
2024-01-03,1,49,9.0,2
2024-01-03,1,50,6.0,2
2024-01-03,1,51,8.0,2
2024-01-03,1,52,1.0,2
2024-01-03,1,53,5.0,2
2024-01-03,1,54,11.0,2
2024-01-03,1,55,8.0,2
2024-01-03,1,56,3.0,2
2024-01-03,1,57,10.0,2
2024-01-03,1,58,5.0,2
2024-01-03,1,59,13.0,2
2024-01-03,1,60,7.0,2
2024-01-03,1,61,3.0,2
2024-01-03,1,62,0.0,2
2024-01-03,1,63,0.0,2
2024-01-03,1,64,0.0,2
2024-01-03,1,65,0.0,2
2024-01-03,1,66,0.0,2
2024-01-03,1,67,0.0,2
2024-01-03,1,68,0.0,2
2024-01-03,1,69,3.0,2
2024-01-03,1,70,2.0,2
2024-01-03,1,71,2.0,2
2024-01-03,1,72,3.0,2
2024-01-03,1,73,0.0,2
2024-01-03,1,74,1.0,2
2024-01-03,1,75,2.0,2
2024-01-03,1,76,3.0,2
2024-01-03,1,77,2.0,2
2024-01-03,1,78,2.0,2
2024-01-03,1,79,2.0,2
2024-01-03,1,80,0.0,2
2024-01-03,1,81,0.0,2
2024-01-03,1,82,0.0,2
2024-01-03,1,83,0.0,2
2024-01-03,1,84,0.0,2
2024-01-03,1,85,0.0,2
2024-01-03,1,86,0.0,2
2024-01-03,1,87,0.0,2
2024-01-03,2,1,0.0,2
2024-01-03,2,2,0.0,2
2024-01-03,2,3,0.0,2
2024-01-03,2,4,0.0,2
2024-01-03,2,5,0.0,2
2024-01-03,2,6,0.0,2
2024-01-03,2,7,0.0,2
2024-01-03,2,8,0.0,2
2024-01-03,2,9,0.0,2
2024-01-03,2,10,0.0,2
2024-01-03,2,11,0.0,2
2024-01-03,2,12,0.0,2
2024-01-03,2,13,0.0,2
2024-01-03,2,14,0.0,2
2024-01-03,2,15,0.0,2
2024-01-03,2,16,0.0,2
2024-01-03,2,17,0.0,2
2024-01-03,2,18,0.0,2
2024-01-03,2,19,0.0,2
2024-01-03,2,20,0.0,2
2024-01-03,2,21,0.0,2
2024-01-03,2,22,6.0,2
2024-01-03,2,23,2.0,2
2024-01-03,2,24,0.0,2
2024-01-03,2,25,6.0,2
2024-01-03,2,26,11.0,2
2024-01-03,2,27,5.0,2
2024-01-03,2,28,3.0,2
2024-01-03,2,29,8.0,2
2024-01-03,2,30,4.0,2
2024-01-03,2,31,6.0,2
2024-01-03,2,32,4.0,2
2024-01-03,2,33,5.0,2
2024-01-03,2,34,3.0,2
2024-01-03,2,35,7.0,2
2024-01-03,2,36,7.0,2
2024-01-03,2,37,6.0,2
2024-01-03,2,38,9.0,2
2024-01-03,2,39,7.0,2
2024-01-03,2,40,3.0,2
2024-01-03,2,41,2.0,2
2024-01-03,2,42,3.0,2
2024-01-03,2,43,9.0,2
2024-01-03,2,44,0.0,2
2024-01-03,2,45,8.0,2
2024-01-03,2,46,2.0,2
2024-01-03,2,47,6.0,2
2024-01-03,2,48,3.0,2
2024-01-03,2,49,5.0,2
2024-01-03,2,50,9.0,2
2024-01-03,2,51,9.0,2
2024-01-03,2,52,1.0,2
2024-01-03,2,53,0.0,2
2024-01-03,2,54,11.0,2
2024-01-03,2,55,2.0,2
2024-01-03,2,56,8.0,2
2024-01-03,2,57,4.0,2
2024-01-03,2,58,5.0,2
2024-01-03,2,59,9.0,2
2024-01-03,2,60,2.0,2
2024-01-03,2,61,4.0,2
2024-01-03,2,62,0.0,2
2024-01-03,2,63,0.0,2
2024-01-03,2,64,0.0,2
2024-01-03,2,65,0.0,2
2024-01-03,2,66,0.0,2
2024-01-03,2,67,0.0,2
2024-01-03,2,68,0.0,2
2024-01-03,2,69,0.0,2
2024-01-03,2,70,2.0,2
2024-01-03,2,71,3.0,2
2024-01-03,2,72,4.0,2
2024-01-03,2,73,3.0,2
2024-01-03,2,74,4.0,2
2024-01-03,2,75,3.0,2
2024-01-03,2,76,1.0,2
2024-01-03,2,77,3.0,2
2024-01-03,2,78,4.0,2
2024-01-03,2,79,3.0,2
2024-01-03,2,80,0.0,2
2024-01-03,2,81,0.0,2
2024-01-03,2,82,0.0,2
2024-01-03,2,83,0.0,2
2024-01-03,2,84,0.0,2
2024-01-03,2,85,0.0,2
2024-01-03,2,86,0.0,2
2024-01-03,2,87,7.0,2
2024-01-03,3,1,0.0,2
2024-01-03,3,2,0.0,2
2024-01-03,3,3,0.0,2
2024-01-03,3,4,0.0,2
2024-01-03,3,5,0.0,2
2024-01-03,3,6,0.0,2
2024-01-03,3,7,0.0,2
2024-01-03,3,8,0.0,2
2024-01-03,3,9,0.0,2
2024-01-03,3,10,0.0,2
2024-01-03,3,11,0.0,2
2024-01-03,3,12,0.0,2
2024-01-03,3,13,0.0,2
2024-01-03,3,14,0.0,2
2024-01-03,3,15,0.0,2
2024-01-03,3,16,0.0,2
2024-01-03,3,17,0.0,2
2024-01-03,3,18,0.0,2
2024-01-03,3,19,0.0,2
2024-01-03,3,20,0.0,2
2024-01-03,3,21,0.0,2
2024-01-03,3,22,8.0,2
2024-01-03,3,23,7.0,2
2024-01-03,3,24,7.0,2
2024-01-03,3,25,10.0,2
2024-01-03,3,26,4.0,2
2024-01-03,3,27,6.0,2
2024-01-03,3,28,2.0,2
2024-01-03,3,29,4.0,2
2024-01-03,3,30,6.0,2
2024-01-03,3,31,3.0,2
2024-01-03,3,32,6.0,2
2024-01-03,3,33,4.0,2
2024-01-03,3,34,3.0,2
2024-01-03,3,35,7.0,2
2024-01-03,3,36,0.0,2
2024-01-03,3,37,13.0,2
2024-01-03,3,38,7.0,2
2024-01-03,3,39,4.0,2
2024-01-03,3,40,3.0,2
2024-01-03,3,41,3.0,2
2024-01-03,3,42,7.0,2
2024-01-03,3,43,7.0,2
2024-01-03,3,44,8.0,2
2024-01-03,3,45,9.0,2
2024-01-03,3,46,13.0,2
2024-01-03,3,47,4.0,2
2024-01-03,3,48,8.0,2
2024-01-03,3,49,5.0,2
2024-01-03,3,50,14.0,2
2024-01-03,3,51,3.0,2
2024-01-03,3,52,14.0,2
2024-01-03,3,53,8.0,2
2024-01-03,3,54,6.0,2
2024-01-03,3,55,4.0,2
2024-01-03,3,56,6.0,2
2024-01-03,3,57,3.0,2
2024-01-03,3,58,5.0,2
2024-01-03,3,59,7.0,2
2024-01-03,3,60,6.0,2
2024-01-03,3,61,15.0,2
2024-01-03,3,62,0.0,2
2024-01-03,3,63,0.0,2
2024-01-03,3,64,0.0,2
2024-01-03,3,65,0.0,2
2024-01-03,3,66,0.0,2
2024-01-03,3,67,0.0,2
2024-01-03,3,68,0.0,2
2024-01-03,3,69,3.0,2
2024-01-03,3,70,1.0,2
2024-01-03,3,71,1.0,2
2024-01-03,3,72,3.0,2
2024-01-03,3,73,4.0,2
2024-01-03,3,74,3.0,2
2024-01-03,3,75,3.0,2
2024-01-03,3,76,4.0,2
2024-01-03,3,77,2.0,2
2024-01-03,3,78,3.0,2
2024-01-03,3,79,2.0,2
2024-01-03,3,80,0.0,2
2024-01-03,3,81,0.0,2
2024-01-03,3,82,0.0,2
2024-01-03,3,83,0.0,2
2024-01-03,3,84,0.0,2
2024-01-03,3,85,0.0,2
2024-01-03,3,86,0.0,2
2024-01-03,3,87,7.0,2
2024-01-04,1,1,0.0,3
2024-01-04,1,2,0.0,3
2024-01-04,1,3,0.0,3
2024-01-04,1,4,0.0,3
2024-01-04,1,5,0.0,3
2024-01-04,1,6,0.0,3
2024-01-04,1,7,0.0,3
2024-01-04,1,8,0.0,3
2024-01-04,1,9,0.0,3
2024-01-04,1,10,0.0,3
2024-01-04,1,11,0.0,3
2024-01-04,1,12,0.0,3
2024-01-04,1,13,0.0,3
2024-01-04,1,14,0.0,3
2024-01-04,1,15,0.0,3
2024-01-04,1,16,0.0,3
2024-01-04,1,17,0.0,3
2024-01-04,1,18,0.0,3
2024-01-04,1,19,0.0,3
2024-01-04,1,20,0.0,3
2024-01-04,1,21,0.0,3
2024-01-04,1,22,6.0,3
2024-01-04,1,23,10.0,3
2024-01-04,1,24,5.0,3
2024-01-04,1,25,5.0,3
2024-01-04,1,26,5.0,3
2024-01-04,1,27,6.0,3
2024-01-04,1,28,4.0,3
2024-01-04,1,29,7.0,3
2024-01-04,1,30,9.0,3
2024-01-04,1,31,9.0,3
2024-01-04,1,32,1.0,3
2024-01-04,1,33,3.0,3
2024-01-04,1,34,9.0,3
2024-01-04,1,35,7.0,3
2024-01-04,1,36,7.0,3
2024-01-04,1,37,4.0,3
