store_id,product_id,transaction_date,transaction_qty,transaction_id
ST1,4,2024-03-20,1,[47363]
ST1,4,2024-03-21,1,[48021]
ST1,4,2024-04-09,1,[61738]
ST1,4,2024-04-10,1,[62962]
ST1,4,2024-04-14,1,[66350]
ST1,4,2024-04-18,1,[70222]
ST1,4,2024-04-19,1,[71232]
ST1,4,2024-04-20,1,[71688]
ST1,4,2024-04-30,1,[80403]
ST1,4,2024-05-12,1,[92471]
ST1,4,2024-05-15,1,[96608]
ST1,4,2024-05-17,1,[98634]
ST1,4,2024-05-19,2,"[101255, 101271]"
ST1,4,2024-05-20,2,"[101618, 101904]"
ST1,4,2024-05-21,1,[102964]
ST1,5,2024-01-09,1,[4855]
ST1,5,2024-01-14,1,[7481]
ST1,5,2024-01-16,1,[8858]
ST1,5,2024-02-08,1,[21760]
ST1,5,2024-02-09,2,"[22267, 22309]"
ST1,5,2024-02-10,1,[22696]
ST1,5,2024-02-19,1,[27885]
ST1,5,2024-02-21,1,[29255]
ST1,5,2024-03-09,1,[39679]
ST1,5,2024-03-10,2,"[39862, 40155]"
ST1,5,2024-03-14,1,[42699]
ST1,5,2024-03-15,1,[43426]
ST1,5,2024-03-16,1,[44664]
ST1,5,2024-03-21,2,"[47755, 47902]"
ST1,5,2024-03-31,1,[54961]
ST1,5,2024-04-08,3,"[61457, 61471, 61534]"
ST1,5,2024-04-09,1,[62285]
ST1,5,2024-04-14,1,[65978]
ST1,5,2024-04-15,1,[66887]
ST1,5,2024-04-16,1,[68175]
ST1,5,2024-04-20,1,[71904]
ST1,5,2024-04-21,1,[72179]
ST1,5,2024-04-30,1,[80303]
ST1,5,2024-05-08,3,"[88763, 88783, 88873]"
ST1,5,2024-05-09,2,"[89753, 89832]"
ST1,5,2024-05-10,2,"[90105, 90557]"
ST1,5,2024-05-14,2,"[94509, 94767]"
ST1,5,2024-05-15,1,[95647]
ST1,5,2024-05-16,2,"[97277, 97639]"
ST1,5,2024-05-19,1,[100274]
ST1,5,2024-05-20,1,[102177]
ST1,5,2024-05-21,2,"[102549, 102771]"
ST1,5,2024-05-31,2,"[113149, 113941]"
ST1,6,2024-01-09,1,[4492]
ST1,6,2024-01-10,1,[5030]
ST1,6,2024-01-15,2,"[8203, 8509]"
ST1,6,2024-01-17,1,[9633]
ST1,6,2024-01-18,1,[10217]
ST1,6,2024-01-19,1,[10639]
ST1,6,2024-01-21,1,[11574]
ST1,6,2024-01-31,1,[17265]
ST1,6,2024-02-09,2,"[21904, 22297]"
ST1,6,2024-02-15,2,"[25585, 25726]"
ST1,6,2024-02-16,1,[26624]
ST1,6,2024-02-19,2,"[27994, 28178]"
ST1,6,2024-02-20,1,[28647]
ST1,6,2024-02-21,2,"[29169, 29540]"
ST1,6,2024-03-09,1,[39182]
ST1,6,2024-03-15,2,"[43551, 43711]"
ST1,6,2024-03-17,1,[45443]
ST1,6,2024-03-18,1,[46176]
ST1,6,2024-03-19,3,"[46427, 46475, 46668]"
ST1,6,2024-03-20,1,[47343]
ST1,6,2024-03-21,1,[47800]
ST1,6,2024-03-31,1,[55007]
ST1,6,2024-04-08,1,[61219]
ST1,6,2024-04-09,1,[61679]
ST1,6,2024-04-10,1,[62528]
ST1,6,2024-04-11,1,[63532]
ST1,6,2024-04-15,1,[67278]
ST1,6,2024-04-17,1,[69335]
ST1,6,2024-04-19,3,"[70574, 70637, 70837]"
ST1,6,2024-04-21,1,[72753]
ST1,6,2024-05-08,1,[88483]
ST1,6,2024-05-09,2,"[89068, 89816]"
ST1,6,2024-05-15,4,"[95848, 96100, 96166, 96628]"
ST1,6,2024-05-16,1,[97839]
ST1,6,2024-05-18,1,[99960]
ST1,6,2024-05-19,1,[100410]
ST1,6,2024-05-20,2,"[101661, 101879]"
ST1,6,2024-05-21,1,[103295]
ST1,6,2024-05-31,2,"[113263, 113745]"
ST1,7,2024-01-09,1,[4806]
ST1,7,2024-01-12,1,[6304]
ST1,7,2024-01-14,1,[7495]
ST1,7,2024-01-15,1,[8077]
ST1,7,2024-01-20,1,[11042]
ST1,7,2024-01-30,1,[16523]
ST1,7,2024-02-08,1,[21788]
ST1,7,2024-02-14,1,[25249]
ST1,7,2024-02-15,1,[25625]
ST1,7,2024-02-19,1,[28032]
ST1,7,2024-02-21,1,[29515]
ST1,7,2024-03-08,2,"[38366, 39032]"
ST1,7,2024-03-09,1,[39577]
ST1,7,2024-03-10,1,[39894]
ST1,7,2024-03-14,1,[43183]
ST1,7,2024-03-19,1,[46515]
ST1,7,2024-03-20,1,[47168]
ST1,7,2024-04-08,1,[61503]
ST1,7,2024-04-09,1,[62151]
ST1,7,2024-04-12,2,"[64455, 64872]"
ST1,7,2024-04-14,2,"[66173, 66537]"
ST1,7,2024-04-15,1,[67089]
ST1,7,2024-04-19,1,[70683]
ST1,7,2024-04-21,1,[72362]
ST1,7,2024-05-08,1,[87746]
ST1,7,2024-05-10,1,[90154]
ST1,7,2024-05-12,1,[92569]
ST1,7,2024-05-14,2,"[94796, 95253]"
ST1,7,2024-05-15,1,[95916]
ST1,7,2024-05-18,1,[99729]
ST1,7,2024-05-20,2,"[101570, 101609]"
ST1,7,2024-05-21,2,"[102789, 103232]"
ST1,7,2024-05-31,1,[113391]
ST1,8,2024-01-15,2,"[8473, 8503]"
ST1,8,2024-01-17,1,[9222]
ST1,8,2024-01-18,1,[10034]
ST1,8,2024-01-19,1,[10848]
ST1,8,2024-01-20,2,"[11369, 11410]"
ST1,8,2024-02-09,2,"[22209, 22307]"
ST1,8,2024-02-16,1,[26168]
ST1,8,2024-02-18,1,[27531]
ST1,8,2024-03-08,1,[38806]
ST1,8,2024-03-10,1,[40534]
ST1,8,2024-03-11,1,[40864]
ST1,8,2024-03-17,1,[45079]
ST1,8,2024-03-19,2,"[46673, 46952]"
ST1,8,2024-04-09,1,[62120]
ST1,8,2024-04-10,1,[63304]
ST1,8,2024-04-16,1,[67874]
ST1,8,2024-04-18,1,[69947]
ST1,8,2024-04-20,3,"[71428, 71995, 72039]"
ST1,8,2024-04-30,1,[80372]
ST1,8,2024-05-08,1,[88480]
ST1,8,2024-05-09,1,[89622]
ST1,8,2024-05-15,1,[96565]
ST1,8,2024-05-16,1,[96922]
ST1,8,2024-05-17,1,[98267]
ST1,8,2024-05-19,1,[100818]
ST1,8,2024-05-20,4,"[101354, 101557, 102284, 102363]"
ST1,9,2024-01-14,1,[7706]
ST1,9,2024-01-20,2,"[11009, 11365]"
ST1,9,2024-01-30,2,"[16746, 16832]"
ST1,9,2024-02-16,1,[26243]
ST1,9,2024-02-21,1,[29147]
ST1,9,2024-03-11,1,[40804]
ST1,9,2024-03-14,2,"[42729, 43162]"
ST1,9,2024-03-18,1,[45886]
ST1,9,2024-03-19,1,[46320]
ST1,9,2024-03-20,2,"[47121, 47497]"
ST1,9,2024-03-21,1,[48170]
ST1,9,2024-04-15,1,[66839]
ST1,9,2024-04-17,1,[69173]
ST1,9,2024-04-18,2,"[69867, 70253]"
ST1,9,2024-04-19,1,[70436]
ST1,9,2024-04-20,2,"[71417, 71990]"
ST1,9,2024-05-11,1,[91548]
ST1,9,2024-05-14,1,[94550]
ST1,9,2024-05-16,1,[97068]
ST1,9,2024-05-18,2,"[99454, 99981]"
ST1,9,2024-05-19,1,[100220]
ST1,9,2024-05-20,3,"[101546, 102097, 102277]"
ST1,9,2024-05-21,1,[102587]
ST1,10,2024-01-08,1,[4387]
ST1,10,2024-01-15,1,[8119]
ST1,10,2024-01-16,1,[8553]
ST1,10,2024-01-21,1,[11641]
ST1,10,2024-01-31,1,[17337]
ST1,10,2024-02-08,1,[21810]
ST1,10,2024-02-14,1,[24955]
ST1,10,2024-02-15,2,"[25541, 25657]"
ST1,10,2024-02-16,1,[26028]
ST1,10,2024-02-19,1,[28114]
ST1,10,2024-02-21,1,[29231]
ST1,10,2024-03-08,1,[39064]
ST1,10,2024-03-15,2,"[43501, 43636]"
ST1,10,2024-03-18,1,[46190]
ST1,10,2024-03-19,1,[46547]
ST1,10,2024-04-08,1,[61539]
ST1,10,2024-04-18,1,[70258]
ST1,10,2024-04-19,2,"[70571, 70744]"
ST1,10,2024-04-21,1,[72307]
ST1,10,2024-05-15,2,"[95980, 96546]"
ST1,10,2024-05-16,1,[96699]
ST1,10,2024-05-18,1,[99988]
ST1,10,2024-05-19,4,"[100404, 100612, 100701, 101179]"
ST1,10,2024-05-21,1,[102723]
ST1,10,2024-05-31,1,[113505]
ST1,11,2024-01-08,1,[4324]
ST1,11,2024-01-12,1,[6181]
ST1,11,2024-01-18,1,[10037]
ST1,11,2024-01-19,1,[10499]
ST1,11,2024-01-20,1,[11032]
ST1,11,2024-02-11,1,[23583]
ST1,11,2024-02-12,1,[23648]
ST1,11,2024-02-16,1,[26107]
ST1,11,2024-02-18,1,[27534]
ST1,11,2024-02-20,1,[28864]
ST1,11,2024-03-16,1,[44178]
ST1,11,2024-03-18,1,[45727]
ST1,11,2024-03-20,1,[47075]
ST1,11,2024-03-30,1,[53982]
ST1,11,2024-04-12,1,[64269]
ST1,11,2024-04-16,1,[67799]
ST1,11,2024-04-18,3,"[69581, 69669, 70305]"
ST1,11,2024-04-20,2,"[71366, 71454]"
ST1,11,2024-05-11,1,[92215]
ST1,11,2024-05-15,1,[95902]
ST1,11,2024-05-16,2,"[96832, 97552]"
ST1,11,2024-05-18,1,[100048]
ST1,11,2024-05-19,1,[100540]
ST1,11,2024-05-20,3,"[101476, 101585, 102038]"
ST1,12,2024-01-08,1,[4393]
ST1,12,2024-01-09,1,[4586]
ST1,12,2024-01-12,1,[6266]
ST1,12,2024-01-18,1,[9839]
ST1,12,2024-01-20,2,"[10921, 11296]"
ST1,12,2024-01-30,1,[16763]
ST1,12,2024-01-31,2,"[16947, 17266]"
ST1,12,2024-02-09,1,[22298]
ST1,12,2024-02-12,1,[24115]
ST1,12,2024-02-15,1,[25908]
ST1,12,2024-02-18,1,[27277]
ST1,12,2024-02-19,1,[27917]
ST1,12,2024-02-20,1,[28506]
ST1,12,2024-03-08,1,[39071]
ST1,12,2024-03-09,1,[39292]
ST1,12,2024-03-10,1,[40545]
ST1,12,2024-03-15,2,"[43468, 43951]"
ST1,12,2024-03-18,1,[45775]
ST1,12,2024-03-19,1,[46383]
ST1,12,2024-03-20,4,"[47012, 47513, 47524, 47670]"
ST1,12,2024-04-08,1,[61551]
ST1,12,2024-04-09,1,[61798]
ST1,12,2024-04-12,1,[64945]
ST1,12,2024-04-18,2,"[69567, 69734]"
ST1,12,2024-04-20,2,"[71894, 71901]"
ST1,12,2024-04-30,1,[79800]
ST1,12,2024-05-08,1,[88890]
ST1,12,2024-05-09,3,"[89231, 89817, 89848]"
ST1,12,2024-05-12,1,[93148]
ST1,12,2024-05-15,1,[95696]
ST1,12,2024-05-18,2,"[99197, 99287]"
ST1,12,2024-05-20,1,[102171]
ST1,12,2024-05-31,1,[114003]
ST1,13,2024-01-09,1,[4881]
ST1,13,2024-01-14,1,[7643]
ST1,13,2024-01-15,2,"[7981, 8126]"
ST1,13,2024-01-16,1,[8738]
ST1,13,2024-02-14,3,"[24951, 25177, 25334]"
ST1,13,2024-02-19,1,[28072]
ST1,13,2024-02-21,1,[29222]
ST1,13,2024-03-08,1,[38919]
ST1,13,2024-03-10,1,[40549]
ST1,13,2024-03-15,1,[43646]
ST1,13,2024-03-18,1,[46029]
ST1,13,2024-03-19,1,[46550]
ST1,13,2024-03-21,1,[48300]
ST1,13,2024-03-30,1,[53870]
ST1,13,2024-04-08,1,[61378]
ST1,13,2024-04-09,1,[62277]
ST1,13,2024-04-14,1,[66425]
ST1,13,2024-04-15,1,[67130]
ST1,13,2024-04-16,1,[67841]
ST1,13,2024-04-19,1,[70751]
ST1,13,2024-04-21,2,"[72297, 72845]"
ST1,13,2024-04-30,1,[80297]
ST1,13,2024-05-08,2,"[88391, 88687]"
ST1,13,2024-05-09,1,[89826]
ST1,13,2024-05-10,1,[91151]
ST1,13,2024-05-14,3,"[94702, 95101, 95423]"
ST1,13,2024-05-15,2,"[95703, 95989]"
ST1,13,2024-05-16,2,"[96884, 97034]"
ST1,13,2024-05-18,1,[99703]
ST1,13,2024-05-19,1,[100339]
ST1,13,2024-05-21,1,[103412]
ST1,14,2024-01-18,1,[10256]
ST1,14,2024-01-20,1,[10923]
ST1,14,2024-01-31,2,"[16952, 17130]"
ST1,14,2024-02-12,2,"[23740, 24008]"
ST1,14,2024-02-16,1,[26605]
ST1,14,2024-02-20,1,[28508]
ST1,14,2024-03-17,2,"[44926, 45082]"
ST1,14,2024-04-08,1,[61005]
ST1,14,2024-04-09,1,[62031]
ST1,14,2024-04-12,2,"[64416, 64780]"
ST1,14,2024-04-16,2,"[68209, 68582]"
ST1,14,2024-04-17,1,[68938]
ST1,14,2024-04-18,1,[69644]
ST1,14,2024-05-12,2,"[92511, 92974]"
ST1,14,2024-05-16,1,[97804]
ST1,14,2024-05-17,1,[98041]
ST1,14,2024-05-20,1,[101356]
ST1,15,2024-01-08,1,[3910]
ST1,15,2024-01-10,1,[5169]
ST1,15,2024-01-12,2,"[6490, 6615]"
ST1,15,2024-01-18,1,[10029]
ST1,15,2024-01-31,1,[17048]
ST1,15,2024-02-10,1,[22582]
ST1,15,2024-02-19,1,[28023]
ST1,15,2024-02-20,1,[29067]
ST1,15,2024-03-08,1,[38447]
ST1,15,2024-03-12,2,"[41704, 41853]"
ST1,15,2024-03-15,1,[43578]
ST1,15,2024-03-17,1,[45168]
ST1,15,2024-03-20,3,"[47522, 47657, 47680]"
ST1,15,2024-03-30,2,"[54027, 54122]"
ST1,15,2024-04-12,1,[64984]
ST1,15,2024-04-15,1,[67071]
ST1,15,2024-04-19,1,[70668]
ST1,15,2024-04-20,2,"[72049, 72077]"
ST1,15,2024-04-30,1,[79987]
ST1,15,2024-05-08,1,[87889]
ST1,15,2024-05-10,1,[90368]
ST1,15,2024-05-12,2,"[92962, 93182]"
ST1,15,2024-05-17,1,[98399]
ST1,15,2024-05-18,1,[99554]
ST1,15,2024-05-19,1,[100531]
ST1,15,2024-05-20,3,"[102167, 102374, 102416]"
ST1,16,2024-01-08,1,[4104]
ST1,16,2024-01-09,1,[4926]
ST1,16,2024-01-20,1,[11243]
ST1,16,2024-01-31,2,"[16912, 16928]"
ST1,16,2024-02-08,1,[21488]
ST1,16,2024-02-12,2,"[23781, 24042]"
ST1,16,2024-02-16,1,[26111]
ST1,16,2024-02-20,1,[28511]
ST1,16,2024-03-16,1,[44182]
ST1,16,2024-03-20,1,[47015]
ST1,16,2024-03-31,1,[54733]
ST1,16,2024-04-08,2,"[60660, 61036]"
ST1,16,2024-04-09,1,[62344]
ST1,16,2024-04-12,1,[64475]
ST1,16,2024-04-18,1,[69476]
ST1,16,2024-04-20,1,[71816]
ST1,16,2024-05-08,1,[88267]
ST1,16,2024-05-09,1,[89915]
ST1,16,2024-05-12,1,[92585]
ST1,16,2024-05-20,2,"[101359, 102055]"
ST1,17,2024-01-09,1,[4934]
ST1,17,2024-01-11,1,[5841]
ST1,17,2024-01-16,2,"[8630, 8945]"
ST1,17,2024-01-17,2,"[9230, 9247]"
ST1,17,2024-02-08,1,[21613]
ST1,17,2024-02-11,1,[23313]
ST1,17,2024-02-12,1,[23949]
ST1,17,2024-02-16,1,[26508]
ST1,17,2024-02-20,1,[28703]
ST1,17,2024-03-08,1,[38810]
ST1,17,2024-03-09,1,[39763]
ST1,17,2024-03-12,1,[41649]
ST1,17,2024-03-16,1,[44191]
ST1,17,2024-03-17,2,"[44913, 44951]"
ST1,17,2024-03-18,1,[46159]
ST1,17,2024-03-20,1,[47254]
ST1,17,2024-03-30,1,[54259]
ST1,17,2024-04-09,1,[62367]
ST1,17,2024-04-10,1,[62728]
ST1,17,2024-04-11,1,[63742]
ST1,17,2024-04-12,1,[64676]
ST1,17,2024-04-16,2,"[67808, 68435]"
ST1,17,2024-04-17,1,[68752]
ST1,17,2024-04-20,1,[71566]
ST1,17,2024-05-09,1,[89161]
ST1,17,2024-05-10,1,[90394]
ST1,17,2024-05-11,1,[91681]
ST1,17,2024-05-16,2,"[96850, 96999]"
ST1,17,2024-05-17,2,"[98028, 98073]"
ST1,17,2024-05-18,1,[99931]
ST1,17,2024-05-20,3,"[101615, 101757, 102425]"
ST1,17,2024-05-30,1,[112412]
ST1,18,2024-01-08,1,[4229]
ST1,18,2024-01-10,1,[5546]
ST1,18,2024-01-14,1,[7701]
ST1,18,2024-02-08,1,[21635]
ST1,18,2024-02-15,1,[25760]
ST1,18,2024-02-17,1,[26859]
ST1,18,2024-02-21,1,[29479]
ST1,18,2024-03-09,1,[39744]
ST1,18,2024-03-10,1,[40526]
ST1,18,2024-03-15,1,[43750]
ST1,18,2024-03-17,1,[45113]
ST1,18,2024-03-21,1,[48156]
ST1,18,2024-04-08,1,[61252]
ST1,18,2024-04-09,1,[62351]
ST1,18,2024-04-10,1,[63299]
ST1,18,2024-04-11,2,"[63664, 63908]"
ST1,18,2024-04-14,1,[66512]
ST1,18,2024-04-19,1,[70888]
ST1,18,2024-04-21,1,[72666]
ST1,18,2024-05-08,1,[88530]
ST1,18,2024-05-10,1,[91123]
ST1,18,2024-05-11,2,"[91587, 91883]"
ST1,18,2024-05-14,1,[95211]
ST1,18,2024-05-17,1,[98329]
ST1,18,2024-05-19,1,[100811]
ST1,18,2024-05-21,1,[103173]
ST1,18,2024-05-31,1,[113388]
ST1,19,2024-02-08,1,[21664]
ST1,19,2024-02-10,1,[22572]
ST1,19,2024-03-20,1,[47676]
ST1,19,2024-04-08,1,[61301]
ST1,19,2024-04-10,1,[62692]
ST1,19,2024-04-20,1,[72071]
ST1,19,2024-05-08,2,"[88587, 88854]"
ST1,19,2024-05-10,1,[90353]
ST1,19,2024-05-20,1,[102405]
ST1,20,2024-01-09,2,"[4461, 4902]"
ST1,20,2024-01-12,1,[6235]
ST1,20,2024-01-14,1,[7433]
ST1,20,2024-01-15,1,[8207]
ST1,20,2024-01-16,1,[8979]
ST1,20,2024-01-19,1,[10611]
ST1,20,2024-01-20,1,[10939]
ST1,20,2024-02-09,1,[22327]
ST1,20,2024-02-12,2,"[23713, 23930]"
ST1,20,2024-02-14,1,[24935]
ST1,20,2024-02-15,1,[25736]
ST1,20,2024-02-21,1,[29199]
ST1,20,2024-03-09,2,"[39138, 39708]"
ST1,20,2024-03-11,1,[41156]
ST1,20,2024-03-12,1,[41623]
ST1,20,2024-03-19,1,[46627]
ST1,20,2024-03-20,1,[47034]
ST1,20,2024-04-09,1,[62317]
ST1,20,2024-04-10,1,[63218]
ST1,20,2024-04-11,1,[64094]
ST1,20,2024-04-15,1,[67231]
ST1,20,2024-04-16,1,[68369]
ST1,20,2024-04-18,1,[69517]
ST1,20,2024-04-19,1,[70842]
ST1,20,2024-04-21,2,"[72272, 72756]"
ST1,20,2024-05-10,1,[91030]
ST1,20,2024-05-11,1,[92120]
ST1,20,2024-05-14,2,"[94674, 95307]"
ST1,20,2024-05-15,1,[96116]
ST1,20,2024-05-17,1,[98093]
ST1,20,2024-05-18,1,[99017]
ST1,20,2024-05-19,1,[100756]
ST1,20,2024-05-20,1,[101394]
ST1,20,2024-05-21,2,"[102675, 103298]"
ST1,20,2024-05-30,1,[112191]
ST1,21,2024-01-09,2,"[4714, 4819]"
ST1,21,2024-01-15,1,[7983]
ST1,21,2024-01-16,1,[8932]
ST1,21,2024-01-18,1,[10132]
ST1,21,2024-01-19,1,[10408]
ST1,21,2024-01-20,1,[11428]
ST1,21,2024-02-18,1,[27550]
ST1,21,2024-02-20,1,[29051]
ST1,21,2024-02-21,1,[29233]
ST1,21,2024-03-08,1,[38379]
ST1,21,2024-03-09,1,[39595]
ST1,21,2024-03-12,1,[41420]
ST1,21,2024-03-16,1,[44542]
ST1,21,2024-03-18,1,[45552]
ST1,21,2024-03-20,1,[47663]
ST1,21,2024-04-08,1,[60664]
ST1,21,2024-04-09,1,[62012]
ST1,21,2024-04-12,1,[64408]
ST1,21,2024-04-14,1,[66108]
ST1,21,2024-04-15,2,"[66879, 66933]"
ST1,21,2024-04-16,1,[68297]
ST1,21,2024-04-18,3,"[69884, 69976, 70099]"
ST1,21,2024-04-19,1,[70518]
ST1,21,2024-04-21,1,[72309]
ST1,21,2024-05-08,1,[87760]
ST1,21,2024-05-09,2,"[89493, 89681]"
ST1,21,2024-05-12,1,[92503]
ST1,21,2024-05-15,1,[95707]
ST1,21,2024-05-18,3,"[98961, 99602, 99779]"
ST1,21,2024-05-20,1,[102385]
ST1,21,2024-05-21,1,[102725]
ST1,21,2024-05-31,2,"[113137, 113193]"
ST1,22,2024-01-01,5,"[106, 226, 330, 386, 497]"
ST1,22,2024-01-02,10,"[660, 719, 819, 844, 1082, 1093, 1109]"
ST1,22,2024-01-03,7,"[1325, 1470, 1550, 1684]"
ST1,22,2024-01-04,6,"[1916, 2035, 2052, 2053, 2179]"
ST1,22,2024-01-05,5,"[2405, 2450, 2646]"
ST1,22,2024-01-06,4,"[3140, 3199]"
ST1,22,2024-01-07,3,"[3395, 3710]"
ST1,22,2024-01-08,7,"[3870, 3902, 4083, 4244, 4298, 4378]"
ST1,22,2024-01-09,1,[4559]
ST1,22,2024-01-10,9,"[5184, 5231, 5265, 5352, 5391, 5432, 5503]"
ST1,22,2024-01-12,1,[6180]
ST1,22,2024-01-13,7,"[6678, 6775, 6918, 7033, 7090]"
ST1,22,2024-01-14,4,"[7396, 7425, 7657]"
ST1,22,2024-01-15,8,"[8025, 8066, 8188, 8464, 8486]"
ST1,22,2024-01-16,2,"[8737, 8800]"
ST1,22,2024-01-17,4,"[9258, 9595]"
ST1,22,2024-01-18,10,"[9826, 9954, 10143, 10192, 10200, 10243, 10252]"
ST1,22,2024-01-19,4,"[10374, 10582, 10855]"
ST1,22,2024-01-20,6,"[10994, 11224, 11290, 11362, 11379, 11415]"
ST1,22,2024-01-22,10,"[12136, 12247, 12313, 12409, 12419, 12465]"
ST1,22,2024-01-23,9,"[12904, 12909, 13014, 13068, 13116]"
ST1,22,2024-01-24,7,"[13169, 13321, 13614, 13671, 13710]"
ST1,22,2024-01-25,5,"[14035, 14213, 14268]"
ST1,22,2024-01-26,8,"[14447, 14626, 14638, 14640, 14713]"
ST1,22,2024-01-27,12,"[14932, 15218, 15315, 15399, 15440, 15446]"
ST1,22,2024-01-28,6,"[15489, 15583, 15591, 15599]"
ST1,22,2024-01-29,6,"[16033, 16257, 16376]"
ST1,22,2024-01-30,4,"[16452, 16503, 16589, 16836]"
ST1,22,2024-02-01,2,"[17519, 17858]"
ST1,22,2024-02-02,9,"[18058, 18116, 18120, 18322, 18403, 18405]"
ST1,22,2024-02-03,15,"[18611, 18644, 18681, 18687, 18755, 18784, 18856, 18865, 18894]"
ST1,22,2024-02-04,4,"[19445, 19479, 19482]"
ST1,22,2024-02-05,8,"[19768, 19840, 19864, 19875, 20133]"
ST1,22,2024-02-06,4,"[20299, 20598]"
ST1,22,2024-02-07,1,[20886]
ST1,22,2024-02-08,3,"[21293, 21549, 21641]"
ST1,22,2024-02-09,6,"[21947, 22013, 22180, 22352]"
